Title,Category,Description,Price,URL,imageURL
"Plaque Off Dog","Dog Health","

Troy Plaque Off Dental Powder for Dogs (40g) is a dietary supplement which is clinically proven to reduce bad breath, plaque and tartar in dogs.  Troy Plaque Off Dental Powder is designed to be used once daily, and can be added to either wet or dry food.   100% natural product with no additives or artificial preservatives Completely natural product made from Norwegian Seaweed &gt;Clinically proven to reduce bad breath, plaque and tartar The product is safe and can be used continuously Designed to be used in conjunction with brushing  Administration

Troy Plaque Off Dental Powder should be used once daily and can be added to both wet and dry pet food, either sprinkled on top or mixed through. Plaque Off should be administrated using the included scoop according to the following dosage:  Small Dogs: 1/2 to 1 scoop Medium Dogs: 1-2 scoops Large Dogs: 2-3 scoops

1 scoop = ~0.3941 grams. So each tub has approx 100 scoops. Safety Information   Plaque Off  may not be suitable for animals undergoing thyroid treatment - if you're unsure, please contact your vet. If your pet still has bad breath after treatment, then you should consult your vet, as it could be a sign of a serious underlying condition. For animal use only. The safety of Plaque Off has not been established for pregnant or nursing animals. Reactions such as itching may occur in animals with algae hypersensitivity, allergies, or a sensitive stomach.           ","                         $39.99                        ",https://yourpetpa.com.au/collections/dog-health/products/plaque-off-dog,//yourpetpa.com.au/cdn/shop/products/507214_plaqueoff-powder-for-dogs.webp?v=1667886897
"Complete Calm Chews for Dogs 60 chews","Dog Health","PAW Complete Chews with Tryptophan are tasty kangaroo based chews that contain key ingredients such as Tryptophan (180mg per chew), B group vitamins and a blend of multivitamins and nutrients to support the general health and nervous function in dogs.

PAW Complete Calm Chews are a tasty kangaroo based chews that provide:  High levels of tryptophan to support and balance the wellbeing of pets. High levels of B group vitamins for healthy body and nervous function. Antioxidants, vitamins A &amp; E, to maintain a healthy immune system.

Tryptophan has been demonstrated to benefit dogs displaying signs of:  Territorial aggression Dominance aggression

General anxiety driving changes in serotonin levels (eg. separation anxiety, travel anxiety).  When to Use

For dogs that benefit from increased nutritional levels, particularly pets that would benefit from:  Tryptophan supplementation. Comprehensive B Group vitamin supplementation.  Administration

PAW Complete Calm Chews are available in a 300g tub. Each tub contains approximately 60 chews.

To maintain your pet’s vitality and health, feed daily as follows (dog weight/daily chew):  0-4 kg: ½ chew 5-14 kg: 1 chew 15-29 kg: 2 chews 30 kg+: 3 chews  Ingredients

Kangaroo meat &amp; meal, rye flour, flaxseed, binders and stabilisers, soy flour, water, tryptophan, processing aids, salt, vitamin C, methylsulfonyl methane(MSM), flavour and colour, omega 3 fatty acids, zinc sulfate, pantothenic acid B5, iron sulphate, vitamin E, niacin (B3), riboflavin (B2), thiamine (B1), manganese oxide, pyridoxine (B6), vitamin K3, vitamin A, calcium iodate, selenium, folic acid, cyancobalamin B12, biotin, copper sulphate.

For more information, please see the PAW Website          ","                         $25.99                        ",https://yourpetpa.com.au/collections/dog-health/products/complete-calm-chews-for-dogs-60-chews,//yourpetpa.com.au/cdn/shop/products/34368E_PAWCompleteCalm_300g_LAB_ANZ_Front.png?v=1664335166
"PAW Osteocare Chews for Dogs","Dog Health","

PAW Osteocare Joint Care Chews are tasty kangaroo chews with Glucosamine Sulfate &amp; Chondroitin Sulfate, which may help to improve joint function and health in younger dogs and older dogs over long-term use.   Glucosamine sulphate helps to provide cartilage nutrition for optimal joint cartilage health and function Chondroitin sulfate is a major component of joint cartilage and is needed for cartilage and joint health These tasty kangaroo chews provide everyday joint care, helping to improve joint function and health Highly palatable, tasty kangaroo-based chew that is easy to give to your pet daily 500g jar contains approximately 100 chews, 300g jar contains approximately 60 chews   PAW Osteocare Chews 75 g tub Each tub contains approximately 30 chews.

To provide daily support for healthy joints, feed as follows:

Dog weight / Daily Chew  1 – 7.4 kg:  1 Chew 7.5 – 15 kg:  2 Chews

PAW Osteocare Chews  300g &amp; 500g tub

Initial Dose: For best results, an initial daily dose should be provided as follows for the first 4 weeks:  5 – 10 kg:  1 Chew 11 – 25 kg:  2 Chews Over 25 kg:  3 Chews

For dogs less than 5 kg a maximum of ½ chew daily should be administered.

Maintenance Dose (also suitable for joint health).

After the first 4 weeks, the daily dose should be reduced to the following:  5 – 10 kg:  ½ Chew 11 – 25 kg:  1 Chew Over 25 kg:  2 Chews

For dogs less than 5 kg a maximum of ½ chew daily should be administered.

This dose is also suitable to aid joint health in younger dogs that have a pre-disposition to joint problems later in life.            ","                         $16.00                        ",https://yourpetpa.com.au/collections/dog-health/products/paw-osteocare-chews-for-dogs,//yourpetpa.com.au/cdn/shop/products/26864G_PAWOsteoCare_300g_LAB_ANZ_BrandActivated.png?v=1664335577
"PAW Digesticare Oral Powder 150gm","Dog Health","Our NEW formulation contains the same trusted wholefood blend, but now has added digestive enzymes, resistant starch AND an improved spore-forming probiotic profile. Specifically, it now contains Bacillus subtilis, which improves stool quality in dogs and may aid in the management of chronic diarrhoea in dogs.

PAW DigestiCare 60 is a multi-strain, multi-species probiotic and wholefood powder for the maintenance of everyday digestive health of dogs, cats and other companion animals.  PAW DigestiCare 60 combines a multi-stain probiotic powder with a fermented wholefood powder to:
  Provide good bacteria to restore and improve intestinal balance. Aid during period of intestinal dysfunction, including treatment and control of diarrhoea. Exclude and suppress bad bacteria such as  E.coli  and  Salmonella. Aid in the establishment of gastrointestinal microflora puppies and kittens. Deliver essential amino and fatty acids, key vitamins and minerals. Suitable for dogs, cats and other companion animal. Registered with the APVMA as a medicated stock feed.  Highly palatable powder that can easily be sprinkled onto your pet's food. Includes a 6g measuring scoop for an easy usage.

PAW DigestiCare for dogs and cats:  Enhances the gastrointestinal microbiome, improving digestion and general health. Bacillus subtilis improves stool quality in dogs and may aid in the management of chronic diarrhoea in dogs. Daily supplementation improves intestinal health by increasing healthy gut flora, leading to a reduction in faecal odour. Enzyme supplementation may increase gut fermentation activity and improve amino acid utilisation. Developed by vets, inspired by nature.   Ingredients:   

Wholefood powder mix (contains wheat, oats, barley, rye, rice, linseed, maize, mung beans, oat groats, soybean, millet, alfalfa seed, buckwheat, spirulina, sweet potato, barley grass, wheatgrass, alfalfa grass, adzuki beans, quinoa, calcium, omnimin, and molasses), PRO(N8)URE IFS mix (contains Bacillus subtilis, Bacillus licheniformis, Natuzyme and prebiotic).  Dosage: Give the recommended dosage once a day, mix or sprinkle with food. A level scoop holds around 6 g.

 Dog / Cat weight / Daily Scoop (6g)  1-9.9 kg – ½ level scoop. 10-9.9 kg – 1 level scoop. 20-29.9 kg – 2 level scoops. 30-39 kg – 3 level scoops. 40 kg+ – 3½ level scoops.

           ","                         $32.00                        ",https://yourpetpa.com.au/collections/dog-health/products/paw-digesticare-powder-150gm,//yourpetpa.com.au/cdn/shop/files/DigestiCare-New-Look-2024.jpg?v=1706059379
"Epi Otic SIS Ear Cleanser For Dogs","Dog Health","           WHAT IS EpiOtic®  SIS?

EpiOtic®  SIS. Gentle Yet Powerful.  A gentle, pH balanced ear cleanser which aids in the removal of wax and reduces odour1,3  Kills and inhibits the growth of infectious agents associated with otitis externa1,2  Facilitates the delivery of prescribed ear medications1,2  Proven microbicidal action against Australian clinical isolates, including MRSP2   RECOMMENDED FOR  For ear cleansing or for the management or prevention of otitis externa in dogs.   WHY CHOOSE EPIOTIC®  SIS?   

Gentle pH Neutral Micellar Solution:  pH balanced, non-irritating formula which helps to remove cellular debris and wax, correct excessive moisture in the ear canal and emulsify wax, aiding its removal. Optimal tolerance, for use in dogs.1,3  

Antimicrobial action:  Kills and inhibits the growth of infectious agents associated with otitis externa. Antimicrobial against bacteria and yeast representing the most common causes of canine otitis externa. Facilitates the delivery of prescribed ear medications.1,2  

SIS (Skin Innovative Science) Technology:  Ingredients that work together to limit microbial adherence to the skin surface, and stimulate the skin’s natural defence mechanisms.4-8  

Anti-Odour Technology:  Neutralises unpleasant smells resulting in a statistically significant decrease in odour. Also has a mild citrus aroma which keeps ears smelling fresh.1,3    ACTIVE CONSTITUENTS:  5 mg/mL Disodium EDTA 2 mg/mL Salicylic Acid  DOSAGE &amp; DIRECTIONS FOR USE:

A veterinary examination to assess the ears and general health of the dog is recommended before use. EpiOtic SIS can be applied up to twice daily or as directed by a veterinarian. For routine use: aim the tip of the bottle into the ear canal and squeeze to apply solution. Gently massage the ear. STORAGE

Store in a dry place at room temperature. Keep the seal tightly closed.          ","                         $15.28                        ",https://yourpetpa.com.au/collections/dog-health/products/epi-otic-pet-ear-cleanser-120ml,//yourpetpa.com.au/cdn/shop/files/EpiOticSIS-600X600.jpg?v=1687478408
"Pro Plan Veterinary Supplements Dog Calming Care 1g (30 Sachets)","Dog Health","Purina Pro Plan Veterinary Calming Care with Bifidobacterium longum (BL999) is a probiotic strain shown to help dogs maintain calm behaviour.  Feeding Instructions

For use in dogs only.   
Recommended to assist in the management of dogs exhibiting anxious behaviors. 
 
Directions for Use:  
Administer one packet daily under the supervision or direction of a veterinarian. 
May take up to six weeks for full effect. 

CALORIE CONTENT (CALCULATED) 
3822 kcal/kg
4 kcal/packet


Cautions:  Safe use in pregnant animals or animals intended for breeding has not been proven.   If animal’s condition worsens or does not improve, stop product administration and consult your veterinarian.   An examination from a veterinarian is recommended prior to using this product.  Nutritional Analysis    Protein 54.00%   Fat 13.32%   Carbohydrate 22.80%   Crude Fibre 0.09%   Calcium 0.11%   Phosphorus 1.06%   Sodium 0.90%   Chloride 0.34%   Magnesium 0.08%    Ingredients

Active Ingredients per sachet (1g):
Bifidobacterium longum BL999 1x109 CFU
 
Inactive Ingredients:
Liver flavour, Maltodextrin         ","                         $49.25                        ",https://yourpetpa.com.au/collections/dog-health/products/pro-plan-veterinary-diet-dog-calming-care-1g-45-sachets,//yourpetpa.com.au/cdn/shop/files/19806.jpg?v=1687480946
"Glyde Mobility Chews for Dogs","Dog Health","Glyde Mobility Chews for Dogs are nutritional supplements proven to improve joint health and reduce pain and inflammation associated with arthritis. These tasty chews are made with New Zealand Green Lipped Mussel, Glucosamine, and Condroitin, to help relieve the painful signs of arthritis. New Zealand Green Lipped Mussel is clinically proven to reduce inflammation, which in turn reduces joint pain and swelling. It is one of natures best sources of omega 3 fatty acids, and also contains high levels of amino acids, zinc, copper, manganese and Vitamin A, D3, E, and B12. Glucosamine reduces pain, improves mobility and reduces the progression of osteoarthritis. Chondroitin helps stimulate the synthesis of cartilage, reduces joint inflammation, and contains glycosaminoglycan which is used by chondrocytes to make new cartilage.  Contains New Zealand Green-Lipped Mussel, Glucosamine and Chondroitin. Reduces pain and inflammation, increases joint mobility Stimulates synthesis of new cartilage Tasty bite sized chews Highly palatable, gluten free, all natural ingredients Recommended by veterinarians Safe for long term use

There are many factors that predispose pets to developing osteoarthritis. Obesity and developmental orthopaedic diseases like hip and elbow dysplasia are common causes. Previous trauma to the joint from accidental injury or surgery can also play a role. Once the joint is damaged or placed under excessive strain, damage occurs to the chondrocytes, the cells that create the cartilage that cushions the joint. The damaged chondrocytes release substances that result in inflammation of the joint which begins a vicious cycle of deterioration. Over time the cartilage disappears resulting in reduced mobility and pain.

Safe for long term use in dogs of all breeds, ages and sizes. Not recommended for use in pregnant animals.

Dosing information:  Please consult your veterinarian for a recommended dose for your pet. A general guide is set out below.    Dog Weight (kg) First 4-6 weeks Maintenance Dose   5 - 10 1 chew 0.5 chew   11 - 20 2 chews 1 chew   21 - 30 3 chews 1.5 chews   31 - 40 4 chews 2 chews   Over 40 5 chews 2.5 chew            ","                         $50.55                        ",https://yourpetpa.com.au/collections/dog-health/products/glyde-mobility-chews-for-dogs,//yourpetpa.com.au/cdn/shop/products/glyde-mobility-chews_60pack.png?v=1629773743
"Dentipet Toothpaste (70g) for dogs and cats","Dog Health","Dentipet understands that poor oral health can lead to all sorts of nasty diseases for your pet. Dentipet Chicken/Beef Toothpaste not only helps to clean your pet’s teeth using gentle abrasives and polishing agents, but also contains fluoride to strengthen teeth, and sodium pyrophosphate to help prevent plaque calcification. Its oil-free formula means minimal mess and no stains on furniture or clothes.

Chicken/Beef-flavoured toothpaste for cats and dogs

polishes and cleans

strengthens teeth with fluoride

prevents plaque calcification with sodium pyrophosphate

oil-free formulation ensures minimal mess

promotes fresh breath

 

To get your pet used to a dental hygiene routine, start out by simply massaging his teeth and gums with your finger. Praise and reassure him whilst doing so to keep him relaxed. Once he seems comfortable with this, try applying a dab of toothpaste to your finger before massage. If he accepts this, you can then move on to the use of a Dentipet Finger Brush.

Chicken or Beef         ","                         $24.95                        ",https://yourpetpa.com.au/collections/dog-health/products/dentipet-toothpaste-70g-for-dogs-and-cats,//yourpetpa.com.au/cdn/shop/products/DentipetToothpaste.png?v=1629778078
"Natural Animal Solutions Omega Oil 3, 6 & 9 For Dogs and Horses","Dog Health","

Omega Oils are an essential part of your pet’s health, supporting digestion, healthy joints, skin &amp; coat and overall wellbeing. 
Omega 3 fatty acids (Alpha-linolenic acids) are polyunsaturated fatty acids that the body cannot produce. While there are many types of Omega 3 fatty acids, the most common are Eicosapentaenoic Acid (EPA), Docosahexaenoic Acid (DHA) and Alpha-Linolenic Acid (ALA). These oils also support heart health, brain function, weight management, liver condition, fighting inflammation, promoting bone health and preventing asthma. 
Omega 6 fatty acids are also polyunsaturated fatty acids and also cannot be produced by the body. The main function of Omega 6 fatty acids is to produce energy. The most common Omega 6 fatty acid is linoleic acid. 
Omega 9 fatty acids are monounsaturated fatty acids. Unlike Omega 3 &amp; 6 fatty acids, Omega 9 fatty acids can be reproduced by the body. It has been found that an increase in Omega 9 fatty acids can support our sensitivity to insulin. 
Natural Animal Solutions® Omega 3, 6 &amp; 9 Oil range contains products specifically formulated for dogs, cats and horses. They are high in EPA/DHA and have been rigorously studied to ensure that your pet’s receive the correct ratio of Omega 3, 6 &amp; 9.          ","                         $25.76                        ",https://yourpetpa.com.au/collections/dog-health/products/omega-oil-3-6-9-for-dogs-5l,//yourpetpa.com.au/cdn/shop/products/Omega_oil_5ltr_1-768x1156.jpg?v=1663043728
"Cystopro Capsules Blister Pack 30 Capsules","Dog Health","Supporting Canine and Feline Urinary Health Description

CystoPro contains an active ingredient derived from cranberries. This active ingredient is a class of antioxidants called Proanthocyanidins (PACs).  CystoPro also contains probiotics, prebiotics and N-acetyl D-glucosamine.

  Ingredients    Proanthocyanidins (Type A PACs)
Proanthocyanidins are naturally occurring powerful antioxidants extracted from the North American cranberry.  Type A PACs have an anti-adhesion affect, this means they help to reduce the ability of certain bacteria to attach to the bladder lining.    Probiotic
The EU-registered strain Enterococcus faecium (DSM 10663/ NCIMB 10415) 4b1707  acts to reduce pathogenic bacteria within the gastrointestinal tract and the faeces thereby limiting bacterial colonisation of the perineum.    Mannan-oligosaccharide
Created from purified yeast cell walls, Mannan-oligosaccharide (MOS), binds to receptors on bacterial fimbriae which prevents attachment to epithelial cells.  MOS is commonly used as a prebiotic to support intestinal microflora.    N-acetyl D-glucosamine
N-acetyl D-glucosamine is a precursor to Chondroitin sulphate and Keratin sulphate which make up the Glycosaminoglycan (GAG) layer that lines and protects the sensitive bladder urothelium. A strong, resilient GAG layer prevents bacteria from adhering to the urothelial cells.    Artificial Chicken Flavour
To improve palatability and compliance.


         ","                         $25.50                        ",https://yourpetpa.com.au/collections/dog-health/products/cystopro-capsules-blister-pack-30-capsules,//yourpetpa.com.au/cdn/shop/products/ScreenShot2022-01-21at1.29.49pm.png?v=1642736326
"Aquadent Fresh Dental Water Additive for dogs and cats","Dog Health","WHAT IS AQUADENT®  FR3SH™?

A palatable water additive that helps control plaque to decrease bad breath in dogs and cats.

AQUADENT FR3SH utilizes an innovate blend of 3 natural ingredients to uniquely fight the sources of bad breath:  

Inulin  – a natural prebiotic to address the digestive causes of bad breath.  

Pomegranate  – an antioxidant to  promote gum health.  

Erythritol  – to freshen the mouth.

RECOMMENDED FOR

All dogs and cats over 6 months of age.

WHY CHOOSE AQUADENT FR3SH?   FR3SH™ technology: Specifically, formulated with natural ingredients to target the oral and digestive causes of bad breath.  Convenient and easy to use: Simply add to daily drinking water with dosing cap provided.  Formulated by veterinary dental specialists: Safe and effective for cats and dogs.  Proven palatability: Readily accepted with no reduction in water consumption.          ","                         $22.50                        ",https://yourpetpa.com.au/collections/dog-health/products/aquadent-fresh-water-additive-for-dogs-and-cats,//yourpetpa.com.au/cdn/shop/products/933482.jpg?v=1646642859
"Cobalazorb (B12) For Dogs and Cats 60 Capsules","Dog Health","Cobalazorb (B12) For Dogs &amp; Cats (60 capsules) is an oral cobalamin (vitamin B12) supplement designed to help support normal serum cobalamin (vitamin B12) and folate (vitamin B9) levels in dogs and cats.  Ingredients    Cobalamin (vitamin B12): Cobalamin is a water-soluble vitamin that plays an important role in many physiological processes including cellular metabolism, DNA synthesis, amino acid metabolism, fatty acid metabolism and erythrocyte formation.  Folic acid (vitamin B9): Folic acid is a synthetic form of folate, another important water-soluble B vitamin that is essential for DNA synthesis and repair thus playing a key role in cell division and growth. As a result, proliferating cells such as erythrocytes, leukocytes and enterocytes have a high requirement for folic acid.  Preplex®  prebiotics: A prebiotic combination of fructo-oligosaccharide (FOS) and acacia (gum arabic), which helps to support a healthy gastrointestinal microbiota and thus aiding the maintenance of optimum serum folate and cobalamin levels.  Artificial chicken flavouring: To improve palatability and compliance, without any concerns for animals with food allergies or intolerances.  Administration

Give by mouth for as long as considered necessary or as advised by your veterinary surgeon.  The capsules can be given whole or opened, and the palatable contents sprinkled onto food.

The recommended daily intake is below however the number of capsules can be increased or decreased as needed to maintain normal cobalamin (vitamin B12) levels. Your veterinary surgeon will be able to advise further on this.    &lt;10kg body weight, give  1/2 capsule per day, or 1 capsule every other day 
     10-20kg body weight, give 1 capsules per day    &gt;20kg body weight, give 2 capsules per day   Storage

Cobalazorb has a 2 year shelf life from the date of manufacture. Store in a cool dry place.  Specification

Composition: Preplex ®  prebiotic (fructo-oligosaccharide), vegetable capsule.

Nutritional Additives:   Cyanocobalamin PXN-B12 ®  0.5mg per capsule   Folic acid 0.2mg per capsule           ","                         $29.50                        ",https://yourpetpa.com.au/collections/dog-health/products/cobalazorb-b12-for-dogs-cats-60-capsules,//yourpetpa.com.au/cdn/shop/products/cobalazorb.webp?v=1646705401
"Pro-Kolin+ Enterogenic For Dogs & Cats 30  4g sachets","Dog Health","Pro-Kolin Enterogenic For Dogs &amp; Cats  acts to reinforce the intestinal mucosal barrier (the cells lining the large intestine), this aids and assists the intestinal immune system and to normalise the balance of good and bad bacteria in the intestine.  Reinforces and supports the intestinal mucosal barrier (the cells lining the large intestine) to assist the intestinal immune system. Contains Cobalamin (vitamin B12) which can be depleted in long-term digestive disturbances. Probiotics to help keep the level of beneficial bacteria high. Prebiotics to feed and stimulate the growth of beneficial bacteria. Full pack contains 30 x 4g sachets, but we also sell smaller quantities if required.  Ingredients    Alpha-glucan butyrogenic: A resistant starch that is fermented by the resident microflora to produce butyrate (a short-chain fatty acid) which is the preferred energy source for colonocytes (the cells lining the large intestine).  MPS Protect: A mucopolysaccharide that reinforces the intestinal mucin.  Cobalamin (vitamin B12): For the maintenance of normal serum cobalamin levels, which can often be depleted in long-term digestive disturbances.  Probiotics: The EU-registered strain Enterococcus faecium (DSM 10663/ NCIMB 10415) 4b1707 .  Prebiotics: A food source for beneficial bacteria. Pro-Kolin Enterogenic contains Preplex prebiotic (fructo-oligosaccharide and Gum arabic), mannan-oligosaccharide (MOS) and beta-glucans.  Artificial beef and chicken flavouring: To improve palatability and compliance.  Administration

Add daily to your pet's food for as long as considered necessary or as advised by your veterinary surgeon. Dosage guide:    &lt;5kg body weight, give 1/2 sachet daily    5-15kg body weight, give 1 sachet daily    15-35kg body weight, give 2 sachets daily    &gt;35kg body weight, give 3 sachets daily    Storage

Pro-Kolin Enterogenic has a 2 year shelf life from the date of manufacture. Store in a cool dry place.           ","                         $50.99                        ",https://yourpetpa.com.au/collections/dog-health/products/pro-kolin-enterogenic-for-dogs-cats-30-4g-sachets,//yourpetpa.com.au/cdn/shop/products/ScreenShot2022-01-06at1.35.29pm.png?v=1641440141
"Cohesive Bandage","Dog Health","

Ideal for primary care, aged care, vets, hospital, Used as a fixation bandage for securing cold packs, braces, padding, Provides light to medium compression for leg ulcer patients, 4th layering bandage in the treatment of venous leg ulcers, Supplies high level of support to joints and limbs, Self-adherent wrap for even, consistent compression in retaining dressings, protecting wounds, immobilizing injuries or securing devices to patients, Adheres to itself only, no pins/clips required, Consistent compression to help minimize injured areas or frail skin., Soft porous fabric provides breathability and patient comfort, Easy edge to quickly locate starting point of bandage, Tears easily from the roll, no scissors required, Water resistant, sweat/water will not cause loosening, Latex-free         ","                         $2.79                        ",https://yourpetpa.com.au/collections/dog-health/products/rip-rap-lite-cohesive-bandage,//yourpetpa.com.au/cdn/shop/files/C9067.jpg?v=1709680084
